QL2020_MD_req_frac_high_min_fid_065_FCFS 27
QL2020_MD_req_frac_high_min_fid_065_FCFS 28
QL2020_MD_req_frac_high_min_fid_065_FCFS 29
QL2020_MD_req_frac_high_min_fid_070_FCFS 0
QL2020_MD_req_frac_high_min_fid_070_FCFS 1
QL2020_MD_req_frac_high_min_fid_070_FCFS 2
QL2020_MD_req_frac_high_min_fid_070_FCFS 3
QL2020_MD_req_frac_high_min_fid_070_FCFS 4
QL2020_MD_req_frac_high_min_fid_070_FCFS 5
QL2020_MD_req_frac_high_min_fid_070_FCFS 6
QL2020_MD_req_frac_high_min_fid_070_FCFS 7
QL2020_MD_req_frac_high_min_fid_070_FCFS 8
QL2020_MD_req_frac_high_min_fid_070_FCFS 9
QL2020_MD_req_frac_high_min_fid_070_FCFS 10
QL2020_MD_req_frac_high_min_fid_070_FCFS 11
QL2020_MD_req_frac_high_min_fid_070_FCFS 12
QL2020_MD_req_frac_high_min_fid_070_FCFS 13
QL2020_MD_req_frac_high_min_fid_070_FCFS 14
QL2020_MD_req_frac_high_min_fid_070_FCFS 15
QL2020_MD_req_frac_high_min_fid_070_FCFS 16
QL2020_MD_req_frac_high_min_fid_070_FCFS 17
QL2020_MD_req_frac_high_min_fid_070_FCFS 18
QL2020_MD_req_frac_high_min_fid_070_FCFS 19
QL2020_MD_req_frac_high_min_fid_070_FCFS 20
QL2020_MD_req_frac_high_min_fid_070_FCFS 21
QL2020_MD_req_frac_high_min_fid_070_FCFS 22
QL2020_MD_req_frac_high_min_fid_070_FCFS 23
QL2020_MD_req_frac_high_min_fid_070_FCFS 24
QL2020_MD_req_frac_high_min_fid_070_FCFS 25
QL2020_MD_req_frac_high_min_fid_070_FCFS 26
QL2020_MD_req_frac_high_min_fid_070_FCFS 27
QL2020_MD_req_frac_high_min_fid_070_FCFS 28
QL2020_MD_req_frac_high_min_fid_070_FCFS 29
QL2020_MD_req_frac_high_min_fid_075_FCFS 0
QL2020_MD_req_frac_high_min_fid_075_FCFS 1
QL2020_MD_req_frac_high_min_fid_075_FCFS 2
QL2020_MD_req_frac_high_min_fid_075_FCFS 3
QL2020_MD_req_frac_high_min_fid_075_FCFS 4
QL2020_MD_req_frac_high_min_fid_075_FCFS 5
QL2020_MD_req_frac_high_min_fid_075_FCFS 6
QL2020_MD_req_frac_high_min_fid_075_FCFS 7
QL2020_MD_req_frac_high_min_fid_075_FCFS 8
QL2020_MD_req_frac_high_min_fid_075_FCFS 9
QL2020_MD_req_frac_high_min_fid_075_FCFS 10
QL2020_MD_req_frac_high_min_fid_075_FCFS 11
QL2020_MD_req_frac_high_min_fid_075_FCFS 12
QL2020_MD_req_frac_high_min_fid_075_FCFS 13
QL2020_MD_req_frac_high_min_fid_075_FCFS 14
QL2020_MD_req_frac_high_min_fid_075_FCFS 15
QL2020_MD_req_frac_high_min_fid_075_FCFS 16
QL2020_MD_req_frac_high_min_fid_075_FCFS 17
QL2020_MD_req_frac_high_min_fid_075_FCFS 18
QL2020_MD_req_frac_high_min_fid_075_FCFS 19
QL2020_MD_req_frac_high_min_fid_075_FCFS 20
QL2020_MD_req_frac_high_min_fid_075_FCFS 21
QL2020_MD_req_frac_high_min_fid_075_FCFS 22
QL2020_MD_req_frac_high_min_fid_075_FCFS 23
QL2020_MD_req_frac_high_min_fid_075_FCFS 24
QL2020_MD_req_frac_high_min_fid_075_FCFS 25
QL2020_MD_req_frac_high_min_fid_075_FCFS 26
QL2020_MD_req_frac_high_min_fid_075_FCFS 27
QL2020_MD_req_frac_high_min_fid_075_FCFS 28
QL2020_MD_req_frac_high_min_fid_075_FCFS 29
QL2020_MD_req_frac_high_min_fid_080_FCFS 0
QL2020_MD_req_frac_high_min_fid_080_FCFS 1
QL2020_MD_req_frac_high_min_fid_080_FCFS 2
QL2020_MD_req_frac_high_min_fid_080_FCFS 3
QL2020_MD_req_frac_high_min_fid_080_FCFS 4
QL2020_MD_req_frac_high_min_fid_080_FCFS 5
QL2020_MD_req_frac_high_min_fid_080_FCFS 6
QL2020_MD_req_frac_high_min_fid_080_FCFS 7
QL2020_MD_req_frac_high_min_fid_080_FCFS 8
QL2020_MD_req_frac_high_min_fid_080_FCFS 9
QL2020_MD_req_frac_high_min_fid_080_FCFS 10
QL2020_MD_req_frac_high_min_fid_080_FCFS 11
QL2020_MD_req_frac_high_min_fid_080_FCFS 12
QL2020_MD_req_frac_high_min_fid_080_FCFS 13
QL2020_MD_req_frac_high_min_fid_080_FCFS 14
QL2020_MD_req_frac_high_min_fid_080_FCFS 15
QL2020_MD_req_frac_high_min_fid_080_FCFS 16
QL2020_MD_req_frac_high_min_fid_080_FCFS 17
QL2020_MD_req_frac_high_min_fid_080_FCFS 18
QL2020_MD_req_frac_high_min_fid_080_FCFS 19
QL2020_MD_req_frac_high_min_fid_080_FCFS 20
QL2020_MD_req_frac_high_min_fid_080_FCFS 21
QL2020_MD_req_frac_high_min_fid_080_FCFS 22
QL2020_MD_req_frac_high_min_fid_080_FCFS 23
QL2020_MD_req_frac_high_min_fid_080_FCFS 24
QL2020_MD_req_frac_high_min_fid_080_FCFS 25
QL2020_MD_req_frac_high_min_fid_080_FCFS 26
QL2020_MD_req_frac_high_min_fid_080_FCFS 27
QL2020_MD_req_frac_high_min_fid_080_FCFS 28
QL2020_MD_req_frac_high_min_fid_080_FCFS 29
QL2020_MD_req_frac_high_min_fid_085_FCFS 0
QL2020_MD_req_frac_high_min_fid_085_FCFS 1
QL2020_MD_req_frac_high_min_fid_085_FCFS 2
QL2020_MD_req_frac_high_min_fid_085_FCFS 3
QL2020_MD_req_frac_high_min_fid_085_FCFS 4
QL2020_MD_req_frac_high_min_fid_085_FCFS 5
QL2020_MD_req_frac_high_min_fid_085_FCFS 6
QL2020_MD_req_frac_high_min_fid_085_FCFS 7
QL2020_MD_req_frac_high_min_fid_085_FCFS 8
QL2020_MD_req_frac_high_min_fid_085_FCFS 9
QL2020_MD_req_frac_high_min_fid_085_FCFS 10
QL2020_MD_req_frac_high_min_fid_085_FCFS 11
QL2020_MD_req_frac_high_min_fid_085_FCFS 12
QL2020_MD_req_frac_high_min_fid_085_FCFS 13
QL2020_MD_req_frac_high_min_fid_085_FCFS 14
QL2020_MD_req_frac_high_min_fid_085_FCFS 15
QL2020_MD_req_frac_high_min_fid_085_FCFS 16
QL2020_MD_req_frac_high_min_fid_085_FCFS 17
QL2020_MD_req_frac_high_min_fid_085_FCFS 18
QL2020_MD_req_frac_high_min_fid_085_FCFS 19
QL2020_MD_req_frac_high_min_fid_085_FCFS 20
QL2020_MD_req_frac_high_min_fid_085_FCFS 21
QL2020_MD_req_frac_high_min_fid_085_FCFS 22
QL2020_MD_req_frac_high_min_fid_085_FCFS 23
QL2020_MD_req_frac_high_min_fid_085_FCFS 24
QL2020_MD_req_frac_high_min_fid_085_FCFS 25
QL2020_MD_req_frac_high_min_fid_085_FCFS 26
QL2020_MD_req_frac_high_min_fid_085_FCFS 27
QL2020_MD_req_frac_high_min_fid_085_FCFS 28
QL2020_MD_req_frac_high_min_fid_085_FCFS 29
QL2020_NL_req_frac_high_min_fid_060_FCFS 0
QL2020_NL_req_frac_high_min_fid_060_FCFS 1
QL2020_NL_req_frac_high_min_fid_060_FCFS 2
QL2020_NL_req_frac_high_min_fid_060_FCFS 3
QL2020_NL_req_frac_high_min_fid_060_FCFS 4
QL2020_NL_req_frac_high_min_fid_060_FCFS 5
QL2020_NL_req_frac_high_min_fid_060_FCFS 6
QL2020_NL_req_frac_high_min_fid_060_FCFS 7
QL2020_NL_req_frac_high_min_fid_060_FCFS 8
QL2020_NL_req_frac_high_min_fid_060_FCFS 9
QL2020_NL_req_frac_high_min_fid_060_FCFS 10
QL2020_NL_req_frac_high_min_fid_060_FCFS 11
QL2020_NL_req_frac_high_min_fid_060_FCFS 12
QL2020_NL_req_frac_high_min_fid_060_FCFS 13
QL2020_NL_req_frac_high_min_fid_060_FCFS 14
QL2020_NL_req_frac_high_min_fid_060_FCFS 15
QL2020_NL_req_frac_high_min_fid_060_FCFS 16
QL2020_NL_req_frac_high_min_fid_060_FCFS 17
QL2020_NL_req_frac_high_min_fid_060_FCFS 18
QL2020_NL_req_frac_high_min_fid_060_FCFS 19
QL2020_NL_req_frac_high_min_fid_060_FCFS 20
QL2020_NL_req_frac_high_min_fid_060_FCFS 21
QL2020_NL_req_frac_high_min_fid_060_FCFS 22
QL2020_NL_req_frac_high_min_fid_060_FCFS 23
QL2020_NL_req_frac_high_min_fid_060_FCFS 24
QL2020_NL_req_frac_high_min_fid_060_FCFS 25
QL2020_NL_req_frac_high_min_fid_060_FCFS 26
QL2020_NL_req_frac_high_min_fid_060_FCFS 27
QL2020_NL_req_frac_high_min_fid_060_FCFS 28
QL2020_NL_req_frac_high_min_fid_060_FCFS 29
QL2020_NL_req_frac_high_min_fid_065_FCFS 0
QL2020_NL_req_frac_high_min_fid_065_FCFS 1
QL2020_NL_req_frac_high_min_fid_065_FCFS 2
QL2020_NL_req_frac_high_min_fid_065_FCFS 3
QL2020_NL_req_frac_high_min_fid_065_FCFS 4
QL2020_NL_req_frac_high_min_fid_065_FCFS 5
QL2020_NL_req_frac_high_min_fid_065_FCFS 6
QL2020_NL_req_frac_high_min_fid_065_FCFS 7
QL2020_NL_req_frac_high_min_fid_065_FCFS 8
QL2020_NL_req_frac_high_min_fid_065_FCFS 9
QL2020_NL_req_frac_high_min_fid_065_FCFS 10
QL2020_NL_req_frac_high_min_fid_065_FCFS 11
QL2020_NL_req_frac_high_min_fid_065_FCFS 12
QL2020_NL_req_frac_high_min_fid_065_FCFS 13
QL2020_NL_req_frac_high_min_fid_065_FCFS 14
QL2020_NL_req_frac_high_min_fid_065_FCFS 15
QL2020_NL_req_frac_high_min_fid_065_FCFS 16
QL2020_NL_req_frac_high_min_fid_065_FCFS 17
QL2020_NL_req_frac_high_min_fid_065_FCFS 18
QL2020_NL_req_frac_high_min_fid_065_FCFS 19
QL2020_NL_req_frac_high_min_fid_065_FCFS 20
QL2020_NL_req_frac_high_min_fid_065_FCFS 21
QL2020_NL_req_frac_high_min_fid_065_FCFS 22
QL2020_NL_req_frac_high_min_fid_065_FCFS 23
QL2020_NL_req_frac_high_min_fid_065_FCFS 24
QL2020_NL_req_frac_high_min_fid_065_FCFS 25
QL2020_NL_req_frac_high_min_fid_065_FCFS 26
QL2020_NL_req_frac_high_min_fid_065_FCFS 27
QL2020_NL_req_frac_high_min_fid_065_FCFS 28
QL2020_NL_req_frac_high_min_fid_065_FCFS 29
QL2020_NL_req_frac_high_min_fid_070_FCFS 0
QL2020_NL_req_frac_high_min_fid_070_FCFS 1
QL2020_NL_req_frac_high_min_fid_070_FCFS 2
QL2020_NL_req_frac_high_min_fid_070_FCFS 3
QL2020_NL_req_frac_high_min_fid_070_FCFS 4
QL2020_NL_req_frac_high_min_fid_070_FCFS 5
QL2020_NL_req_frac_high_min_fid_070_FCFS 6
QL2020_NL_req_frac_high_min_fid_070_FCFS 7
QL2020_NL_req_frac_high_min_fid_070_FCFS 8
QL2020_NL_req_frac_high_min_fid_070_FCFS 9
QL2020_NL_req_frac_high_min_fid_070_FCFS 10
QL2020_NL_req_frac_high_min_fid_070_FCFS 11
QL2020_NL_req_frac_high_min_fid_070_FCFS 12
QL2020_NL_req_frac_high_min_fid_070_FCFS 13
QL2020_NL_req_frac_high_min_fid_070_FCFS 14
QL2020_NL_req_frac_high_min_fid_070_FCFS 15
QL2020_NL_req_frac_high_min_fid_070_FCFS 16
QL2020_NL_req_frac_high_min_fid_070_FCFS 17
QL2020_NL_req_frac_high_min_fid_070_FCFS 18
QL2020_NL_req_frac_high_min_fid_070_FCFS 19
QL2020_NL_req_frac_high_min_fid_070_FCFS 20
QL2020_NL_req_frac_high_min_fid_070_FCFS 21
QL2020_NL_req_frac_high_min_fid_070_FCFS 22
QL2020_NL_req_frac_high_min_fid_070_FCFS 23
QL2020_NL_req_frac_high_min_fid_070_FCFS 24
QL2020_NL_req_frac_high_min_fid_070_FCFS 25
QL2020_NL_req_frac_high_min_fid_070_FCFS 26
QL2020_NL_req_frac_high_min_fid_070_FCFS 27
QL2020_NL_req_frac_high_min_fid_070_FCFS 28
QL2020_NL_req_frac_high_min_fid_070_FCFS 29
QL2020_NL_req_frac_high_min_fid_075_FCFS 0
QL2020_NL_req_frac_high_min_fid_075_FCFS 1
QL2020_NL_req_frac_high_min_fid_075_FCFS 2
QL2020_NL_req_frac_high_min_fid_075_FCFS 3
QL2020_NL_req_frac_high_min_fid_075_FCFS 4
QL2020_NL_req_frac_high_min_fid_075_FCFS 5
QL2020_NL_req_frac_high_min_fid_075_FCFS 6
QL2020_NL_req_frac_high_min_fid_075_FCFS 7
QL2020_NL_req_frac_high_min_fid_075_FCFS 8
QL2020_NL_req_frac_high_min_fid_075_FCFS 9
QL2020_NL_req_frac_high_min_fid_075_FCFS 10
QL2020_NL_req_frac_high_min_fid_075_FCFS 11
QL2020_NL_req_frac_high_min_fid_075_FCFS 12
QL2020_NL_req_frac_high_min_fid_075_FCFS 13
QL2020_NL_req_frac_high_min_fid_075_FCFS 14
QL2020_NL_req_frac_high_min_fid_075_FCFS 15
QL2020_NL_req_frac_high_min_fid_075_FCFS 16
QL2020_NL_req_frac_high_min_fid_075_FCFS 17
QL2020_NL_req_frac_high_min_fid_075_FCFS 18
QL2020_NL_req_frac_high_min_fid_075_FCFS 19
QL2020_NL_req_frac_high_min_fid_075_FCFS 20
QL2020_NL_req_frac_high_min_fid_075_FCFS 21
QL2020_NL_req_frac_high_min_fid_075_FCFS 22
QL2020_NL_req_frac_high_min_fid_075_FCFS 23
QL2020_NL_req_frac_high_min_fid_075_FCFS 24
QL2020_NL_req_frac_high_min_fid_075_FCFS 25
QL2020_NL_req_frac_high_min_fid_075_FCFS 26
QL2020_NL_req_frac_high_min_fid_075_FCFS 27
QL2020_NL_req_frac_high_min_fid_075_FCFS 28
QL2020_NL_req_frac_high_min_fid_075_FCFS 29
QL2020_NL_req_frac_high_min_fid_080_FCFS 0
QL2020_NL_req_frac_high_min_fid_080_FCFS 1
QL2020_NL_req_frac_high_min_fid_080_FCFS 2
QL2020_NL_req_frac_high_min_fid_080_FCFS 3
QL2020_NL_req_frac_high_min_fid_080_FCFS 4
QL2020_NL_req_frac_high_min_fid_080_FCFS 5
QL2020_NL_req_frac_high_min_fid_080_FCFS 6
QL2020_NL_req_frac_high_min_fid_080_FCFS 7
QL2020_NL_req_frac_high_min_fid_080_FCFS 8
QL2020_NL_req_frac_high_min_fid_080_FCFS 9
QL2020_NL_req_frac_high_min_fid_080_FCFS 10
QL2020_NL_req_frac_high_min_fid_080_FCFS 11
QL2020_NL_req_frac_high_min_fid_080_FCFS 12
QL2020_NL_req_frac_high_min_fid_080_FCFS 13
QL2020_NL_req_frac_high_min_fid_080_FCFS 14
QL2020_NL_req_frac_high_min_fid_080_FCFS 15
QL2020_NL_req_frac_high_min_fid_080_FCFS 16
QL2020_NL_req_frac_high_min_fid_080_FCFS 17
QL2020_NL_req_frac_high_min_fid_080_FCFS 18
QL2020_NL_req_frac_high_min_fid_080_FCFS 19
QL2020_NL_req_frac_high_min_fid_080_FCFS 20
QL2020_NL_req_frac_high_min_fid_080_FCFS 21
QL2020_NL_req_frac_high_min_fid_080_FCFS 22
QL2020_NL_req_frac_high_min_fid_080_FCFS 23
QL2020_NL_req_frac_high_min_fid_080_FCFS 24
QL2020_NL_req_frac_high_min_fid_080_FCFS 25
QL2020_NL_req_frac_high_min_fid_080_FCFS 26
QL2020_NL_req_frac_high_min_fid_080_FCFS 27
QL2020_NL_req_frac_high_min_fid_080_FCFS 28
QL2020_NL_req_frac_high_min_fid_080_FCFS 29
QL2020_NL_req_frac_high_min_fid_085_FCFS 0
QL2020_NL_req_frac_high_min_fid_085_FCFS 1
QL2020_NL_req_frac_high_min_fid_085_FCFS 2
QL2020_NL_req_frac_high_min_fid_085_FCFS 3
QL2020_NL_req_frac_high_min_fid_085_FCFS 4
QL2020_NL_req_frac_high_min_fid_085_FCFS 5
QL2020_NL_req_frac_high_min_fid_085_FCFS 6
QL2020_NL_req_frac_high_min_fid_085_FCFS 7
QL2020_NL_req_frac_high_min_fid_085_FCFS 8
QL2020_NL_req_frac_high_min_fid_085_FCFS 9
QL2020_NL_req_frac_high_min_fid_085_FCFS 10
QL2020_NL_req_frac_high_min_fid_085_FCFS 11
QL2020_NL_req_frac_high_min_fid_085_FCFS 12
QL2020_NL_req_frac_high_min_fid_085_FCFS 13
QL2020_NL_req_frac_high_min_fid_085_FCFS 14
QL2020_NL_req_frac_high_min_fid_085_FCFS 15
QL2020_NL_req_frac_high_min_fid_085_FCFS 16
QL2020_NL_req_frac_high_min_fid_085_FCFS 17
QL2020_NL_req_frac_high_min_fid_085_FCFS 18
QL2020_NL_req_frac_high_min_fid_085_FCFS 19
QL2020_NL_req_frac_high_min_fid_085_FCFS 20
QL2020_NL_req_frac_high_min_fid_085_FCFS 21
QL2020_NL_req_frac_high_min_fid_085_FCFS 22
QL2020_NL_req_frac_high_min_fid_085_FCFS 23
QL2020_NL_req_frac_high_min_fid_085_FCFS 24
QL2020_NL_req_frac_high_min_fid_085_FCFS 25
QL2020_NL_req_frac_high_min_fid_085_FCFS 26
QL2020_NL_req_frac_high_min_fid_085_FCFS 27
QL2020_NL_req_frac_high_min_fid_085_FCFS 28
QL2020_NL_req_frac_high_min_fid_085_FCFS 29
